kind,date,ticker,value
jp_cc,2015-01-05,1629.T,-0.9980248227867493
jp_cc,2015-07-15,1629.T,-1.0425993098351154
jp_cc,2026-03-30,1629.T,-0.9980332641352088
jp_cc,2026-04-01,1629.T,524.1000815226643
